Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,,
259,60,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,[155-308],Gd,TA,PConc,Gd,TA,No,GLQ,[253-504],Unf,0,[521-780],[713-1068],GasA,Ex,Y,SBrkr,[719-1077],[809-1010],0,[1561-2080],0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2000,RFn,2,[454-604],TA,TA,Y,0,[60-118],0,[231-276],0,0,NA,NA,NA,0,5,2008,WD,Normal,E2,231500,
1003,20,RL,[64-84],[1-23917],Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,[1-154],Gd,TA,PConc,Gd,TA,No,GLQ,[1-252],Unf,0,[1301-1560],[1425-1780],GasA,Ex,Y,SBrkr,[1437-1795],0,0,[1561-2080],0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2000,RFn,3,[756-906],TA,TA,Y,[83-164],[60-118],0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,E2,232000,
1304,20,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,[155-308],Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,[1561-1820],[1425-1780],GasA,Ex,Y,SBrkr,[1437-1795],0,0,[1561-2080],0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2000,RFn,3,[756-906],TA,TA,Y,[165-246],[1-59],0,0,0,0,NA,NA,NA,0,4,2006,WD,Normal,E2,232000,
1370,20,RL,[43-63],[1-23917],Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,[155-308],Gd,TA,PConc,Gd,TA,Av,BLQ,[253-504],GLQ,[883-1008],[261-520],[1425-1780],GasA,Ex,Y,SBrkr,[1437-1795],0,0,[1561-2080],1,0,2,0,3,1,Gd,8,Typ,1,TA,Attchd,2000,Fin,2,[454-604],TA,TA,Y,0,[237-295],0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,E2,232000,
825,20,FV,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,[1301-1560],[1425-1780],GasA,Ex,Y,SBrkr,[1437-1795],0,0,[1041-1560],0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2000,RFn,2,[756-906],TA,TA,Y,0,[119-177],0,0,0,0,NA,NA,NA,0,6,2006,New,Partial,E2,232600,
291,60,RL,[106-126],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,[1041-1300],[1069-1424],GasA,Ex,Y,SBrkr,[1078-1436],[809-1010],0,[1561-2080],0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2000,RFn,2,[605-755],Gd,TA,Y,0,[1-59],0,0,0,0,NA,NA,NA,0,7,2006,New,Partial,E2,233230,
520,70,RL,[43-63],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1920,2000,Gambrel,CompShg,MetalSd,MetalSd,None,0,Gd,TA,BrkTil,Gd,TA,No,Unf,0,Unf,0,[1041-1300],[1069-1424],GasA,Ex,Y,SBrkr,[1078-1436],[607-808],0,[1561-2080],0,0,1,1,3,1,Gd,9,Typ,2,Gd,Detchd,1920,Unf,1,[152-302],TA,TA,Y,0,0,0,0,[139-184],0,NA,MnPrv,NA,0,6,2009,WD,Normal,E2,234000,
560,120,RL,0,[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,[1-154],Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,[1301-1560],[1069-1424],GasA,Ex,Y,SBrkr,[1437-1795],0,0,[1041-1560],0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2000,Fin,2,[303-453],TA,TA,Y,[83-164],[1-59],0,0,0,0,NA,NA,NA,0,10,2006,WD,Normal,E2,234000,
1355,60,RL,0,[1-23917],Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,[505-756],Unf,0,[1-260],[713-1068],GasA,Ex,Y,SBrkr,[719-1077],[809-1010],0,[1561-2080],1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2000,RFn,3,[756-906],TA,TA,Y,0,[178-236],0,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,E2,235000,
1159,20,RL,[85-105],[1-23917],Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Stone,[155-308],Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,[1561-1820],[1425-1780],GasA,Ex,Y,SBrkr,[1437-1795],0,0,[1561-2080],0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2000,RFn,3,[756-906],TA,TA,Y,0,[1-59],0,0,0,0,NA,NA,NA,0,6,2008,ConLD,Partial,E2,235128,
1279,60,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,NA,0,Gd,TA,PConc,Gd,TA,No,GLQ,[757-1008],Unf,0,[261-520],[1069-1424],GasA,Ex,Y,SBrkr,[1078-1436],[809-1010],0,[1561-2080],1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2000,RFn,2,[454-604],TA,TA,Y,0,[178-236],0,0,0,0,NA,NA,NA,0,3,2008,WD,Normal,E2,237000,
1382,20,RL,0,[1-23917],Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,BrkFace,Plywood,None,0,TA,TA,CBlock,TA,TA,Mn,BLQ,[757-1008],Unf,0,[261-520],[1069-1424],GasA,Ex,Y,SBrkr,[1796-2154],0,0,[2081-2600],0,0,2,1,4,1,TA,7,Typ,2,Gd,Attchd,1970,Fin,2,[454-604],TA,TA,Y,0,[1-59],0,0,0,0,NA,NA,NA,0,5,2008,WD,Normal,E2,237500,
919,60,RL,[85-105],[1-23917],Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Ex,TA,Mn,BLQ,[1-252],GLQ,[631-756],[261-520],[1069-1424],GasA,Ex,Y,SBrkr,[719-1077],[1213-1414],0,[2081-2600],1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1990,RFn,3,[756-906],TA,TA,Y,[1-82],[178-236],[223-259],0,0,0,NA,GdPrv,NA,0,11,2007,WD,Normal,E2,238000,
173,160,RL,[43-63],[1-23917],Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1980,1980,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,Gd,PConc,Gd,Gd,No,GLQ,[253-504],Rec,[127-252],[261-520],[713-1068],GasA,Gd,Y,SBrkr,[719-1077],[607-808],0,[1561-2080],1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1980,RFn,2,[454-604],Gd,TA,Y,[411-492],[1-59],0,0,0,0,NA,NA,NA,0,6,2006,WD,Normal,E2,239000,
418,70,RL,[85-105],[1-23917],Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1910,1950,Hip,CompShg,Wd Sdng,Stucco,None,0,TA,TA,BrkTil,Gd,TA,No,BLQ,[1009-1260],Unf,0,[1-260],[1069-1424],GasW,TA,N,FuseA,[1078-1436],[1213-1414],0,[2601-3120],1,0,2,1,4,1,TA,10,Typ,1,Gd,Detchd,1910,Unf,3,[756-906],TA,TA,N,0,0,0,0,0,0,NA,NA,NA,0,11,2007,WD,Normal,E2,239000,
1175,70,RL,[64-84],[1-23917],Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Gd,TA,No,Rec,[253-504],Unf,0,[261-520],[713-1068],GasA,TA,Y,SBrkr,[1078-1436],[1011-1212],0,[2081-2600],0,0,2,1,4,1,TA,9,Typ,1,Gd,Detchd,1930,Unf,2,[303-453],TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,E2,239000,
1376,20,RL,[85-105],[1-23917],Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,[1-154],Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,[1561-1820],[1425-1780],GasA,Ex,Y,SBrkr,[1437-1795],0,0,[1561-2080],0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2000,Fin,3,[605-755],TA,TA,Y,[83-164],[1-59],0,0,0,0,NA,NA,NA,0,12,2007,New,Partial,E2,239000,
1134,60,RL,[64-84],[1-23917],Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1990,1990,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,[505-756],Unf,0,[521-780],[1069-1424],GasA,Ex,Y,SBrkr,[1078-1436],[809-1010],0,[1561-2080],0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1990,RFn,2,[454-604],TA,TA,Y,0,[119-177],0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,E2,239500,
47,50,RL,[43-63],[1-23917],Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,No,GLQ,[1261-1512],Unf,0,[1-260],[1425-1780],GasA,Ex,Y,SBrkr,[1437-1795],[607-808],0,[2081-2600],1,0,1,1,1,1,Gd,6,Typ,1,Ex,Attchd,2000,RFn,2,[605-755],TA,TA,Y,[165-246],[1-59],0,0,[185-230],0,NA,NA,NA,0,8,2009,WD,Abnorml,E2,239686,
939,60,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,[253-504],Unf,0,[781-1040],[1069-1424],GasA,Ex,Y,SBrkr,[1078-1436],[405-606],0,[1561-2080],0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2000,RFn,3,[756-906],TA,TA,Y,0,[60-118],0,0,0,0,NA,NA,NA,0,8,2006,New,Partial,E2,239799,
1448,60,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1990,1990,Gable,CompShg,VinylSd,VinylSd,BrkFace,[309-462],Gd,TA,PConc,Gd,TA,No,GLQ,[1009-1260],Unf,0,[1-260],[1069-1424],GasA,Ex,Y,SBrkr,[1078-1436],[809-1010],0,[2081-2600],1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1990,RFn,2,[454-604],TA,TA,Y,0,[60-118],0,0,0,0,NA,NA,NA,0,12,2007,WD,Normal,E2,240000,
400,60,FV,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,Stone,[1-154],Gd,TA,PConc,Gd,TA,No,GLQ,[757-1008],Unf,0,[261-520],[1069-1424],GasA,Ex,Y,SBrkr,[1078-1436],[405-606],0,[1041-1560],1,0,2,0,2,1,Gd,7,Typ,0,NA,Attchd,2000,Fin,2,[303-453],TA,TA,Y,0,[119-177],0,0,0,0,NA,NA,NA,0,10,2009,WD,Normal,E2,241000,
325,80,RL,[85-105],[1-23917],Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,PosN,Norm,1Fam,SLvl,7,7,1960,2000,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,[155-308],Gd,Gd,CBlock,Gd,TA,No,Unf,0,Unf,0,[521-780],[357-712],GasA,Ex,Y,SBrkr,[1796-2154],[1011-1212],0,[2601-3120],0,0,2,1,5,1,Gd,11,Typ,1,Gd,BuiltIn,1960,Fin,2,[454-604],TA,TA,Y,[165-246],0,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,E2,242000,
176,20,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,2000,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,CBlock,TA,Gd,Av,ALQ,[253-504],Unf,0,[521-780],[1069-1424],GasA,TA,Y,SBrkr,[2155-2513],0,0,[2081-2600],1,0,2,0,4,1,Gd,7,Typ,1,Gd,Attchd,1950,Unf,2,[454-604],TA,TA,Y,0,[1-59],[38-74],0,0,0,NA,MnPrv,NA,0,6,2007,WD,Normal,E2,243000,
1251,20,RL,[85-105],[1-23917],Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1960,1960,Hip,CompShg,BrkFace,BrkFace,None,0,Gd,TA,CBlock,TA,TA,No,ALQ,[1009-1260],Unf,0,[1041-1300],[1781-2136],GasA,Ex,Y,SBrkr,[1796-2154],0,0,[2081-2600],1,0,2,1,3,1,Ex,8,Typ,2,TA,Attchd,1960,Fin,2,[454-604],TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,E2,244000,
940,70,RL,0,[23918-47834],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,Mn,Unf,0,Unf,0,[781-1040],[713-1068],GasA,Ex,Y,SBrkr,[1078-1436],[1011-1212],0,[2081-2600],0,0,2,0,4,1,TA,10,Typ,2,TA,Attchd,1940,Unf,1,[303-453],TA,TA,Y,[1-82],0,[297-333],0,0,0,NA,NA,NA,0,6,2010,COD,Normal,E2,244400,
284,20,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Stone,[1-154],Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,[1301-1560],[1425-1780],GasA,Ex,Y,SBrkr,[1437-1795],0,0,[1041-1560],0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2000,Fin,3,[756-906],TA,TA,Y,[165-246],[119-177],0,0,0,0,NA,NA,NA,0,12,2009,New,Partial,E2,244600,
83,20,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Stone,[463-616],TA,TA,PConc,Gd,TA,No,GLQ,[1-252],Unf,0,[1301-1560],[1425-1780],GasA,Ex,Y,SBrkr,[1437-1795],0,0,[1561-2080],0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2000,RFn,3,[756-906],TA,TA,Y,[83-164],[60-118],0,0,0,0,NA,NA,NA,0,10,2008,WD,Normal,E2,245000,
1167,20,RL,[64-84],[1-23917],Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Stone,[1-154],Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,[1561-1820],[1425-1780],GasA,Ex,Y,SBrkr,[1437-1795],0,0,[1561-2080],0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2000,RFn,3,[756-906],TA,TA,Y,[83-164],[1-59],0,0,0,0,NA,NA,NA,0,2,2010,WD,Normal,E2,245350,
401,120,RL,[22-42],[1-23917],Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1990,1990,Gable,CompShg,BrkFace,BrkFace,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,[757-1008],Unf,0,[261-520],[1069-1424],GasA,Ex,Y,SBrkr,[1078-1436],0,0,[1041-1560],1,0,1,1,1,1,Ex,4,Typ,2,Gd,Attchd,1990,Fin,2,[454-604],TA,TA,Y,[83-164],[1-59],0,0,[185-230],0,NA,NA,NA,0,12,2008,WD,Normal,E2,245500,
1242,20,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2000,2000,Hip,CompShg,VinylSd,VinylSd,Stone,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,[1561-1820],[1425-1780],GasA,Ex,Y,SBrkr,[1437-1795],0,0,[1561-2080],0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2000,RFn,3,[907-1057],TA,TA,Y,0,[1-59],0,0,0,0,NA,NA,NA,0,6,2007,New,Partial,E2,248328,
5,60,RL,[64-84],[1-23917],Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,[309-462],Gd,TA,PConc,Gd,TA,Av,GLQ,[505-756],Unf,0,[261-520],[1069-1424],GasA,Ex,Y,SBrkr,[1078-1436],[1011-1212],0,[2081-2600],1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,2000,RFn,3,[756-906],TA,TA,Y,[165-246],[60-118],0,0,0,0,NA,NA,NA,0,12,2008,WD,Normal,E2,250000,
106,60,FV,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,[617-770],Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,[1041-1300],[713-1068],GasA,Ex,Y,SBrkr,[719-1077],[809-1010],0,[1561-2080],0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2000,RFn,2,[605-755],TA,TA,Y,[83-164],[1-59],0,0,0,0,NA,NA,NA,0,8,2008,WD,Normal,E2,250000,
469,20,RL,[85-105],[1-23917],Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Stone,[155-308],Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,[1561-1820],[1425-1780],GasA,Ex,Y,SBrkr,[1437-1795],0,0,[1561-2080],0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2000,RFn,3,[756-906],TA,TA,Y,0,[1-59],0,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,E2,250000,
908,50,RL,[85-105],[1-23917],Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1930,1980,Gable,CompShg,BrkFace,BrkFace,None,0,Gd,TA,CBlock,Gd,TA,No,Rec,[1-252],Unf,0,[781-1040],[713-1068],GasA,Gd,Y,SBrkr,[719-1077],[1011-1212],0,[1561-2080],0,0,1,1,3,1,Gd,6,Typ,1,Gd,Attchd,1930,Fin,1,[152-302],Fa,TA,Y,0,0,0,0,[277-322],0,NA,NA,NA,0,6,2006,WD,Normal,E2,250000,
1181,60,RL,0,[1-23917],Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1990,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,Wood,Gd,TA,No,LwQ,[1009-1260],Unf,0,0,[1069-1424],GasA,Ex,Y,SBrkr,[1078-1436],[1213-1414],0,[2081-2600],0,0,2,1,4,1,TA,8,Typ,0,NA,Attchd,1990,Fin,2,[605-755],TA,TA,Y,0,0,0,0,0,0,NA,GdPrv,NA,0,4,2006,WD,Normal,E2,250000,
865,20,FV,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,[1301-1560],[1069-1424],GasA,Ex,Y,SBrkr,[1078-1436],0,0,[1041-1560],0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2000,Fin,2,[454-604],TA,TA,Y,0,[119-177],0,0,0,0,NA,NA,NA,0,5,2008,New,Partial,E2,250580,
475,120,RL,[22-42],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,[1009-1260],Unf,0,[261-520],[1425-1780],GasA,Ex,Y,SBrkr,[1437-1795],0,0,[1561-2080],1,0,2,0,2,1,Ex,6,Typ,0,NA,Attchd,2000,RFn,2,[454-604],TA,TA,Y,[83-164],[1-59],0,0,0,0,NA,NA,NA,0,8,2007,WD,Normal,E2,251000,
1088,60,FV,[85-105],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,[1041-1300],[1069-1424],GasA,Ex,Y,SBrkr,[1078-1436],[809-1010],0,[1561-2080],0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2000,RFn,3,[907-1057],TA,TA,Y,[83-164],[1-59],0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal,E2,252000,
938,60,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Mn,GLQ,[253-504],Unf,0,[521-780],[1069-1424],GasA,Ex,Y,SBrkr,[1078-1436],[809-1010],0,[1561-2080],0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2000,RFn,2,[605-755],TA,TA,Y,0,[1-59],0,0,0,0,NA,NA,NA,0,2,2009,WD,Normal,E2,253000,
708,120,RL,[43-63],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Hip,CompShg,MetalSd,MetalSd,BrkFace,[155-308],Gd,TA,PConc,Gd,TA,No,GLQ,[757-1008],Unf,0,[261-520],[1069-1424],GasA,Ex,Y,SBrkr,[1078-1436],0,0,[1041-1560],1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2000,Fin,2,[454-604],TA,TA,Y,[165-246],[1-59],0,0,0,0,NA,NA,NA,0,12,2009,WD,Normal,E2,254000,
1055,60,RL,[85-105],[1-23917],Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,[155-308],Gd,TA,PConc,Gd,TA,Mn,GLQ,[757-1008],Unf,0,[1-260],[713-1068],GasA,Ex,Y,SBrkr,[1078-1436],[809-1010],0,[1561-2080],1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2000,Fin,2,[454-604],TA,TA,Y,[165-246],[60-118],0,0,0,0,NA,NA,NA,0,11,2006,WD,Normal,E2,255000,
553,20,RL,[85-105],[1-23917],Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Stone,[155-308],Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,[1561-1820],[1425-1780],GasA,Ex,Y,SBrkr,[1437-1795],0,0,[1561-2080],0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2000,RFn,3,[907-1057],TA,TA,Y,[165-246],[1-59],0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,E2,255500,
984,60,RL,0,[1-23917],Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,[1041-1300],[1069-1424],GasA,Ex,Y,SBrkr,[1078-1436],[1011-1212],0,[2081-2600],0,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,2000,Unf,2,[756-906],TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2008,WD,Normal,E2,255900,
26,20,RL,[106-126],[1-23917],Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Stone,[617-770],Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,[1561-1820],[1425-1780],GasA,Ex,Y,SBrkr,[1437-1795],0,0,[1561-2080],0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2000,RFn,3,[756-906],TA,TA,Y,0,[1-59],0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,E2,256300,
